"pcon19cd","ConstituencyName","Con19","Lab19","Con17","Lab17","Con15","Lab15","Leave","Remain","hc1","hc2","hc3","hc4","oc1","oc2","oc3","ca1","ca2","ca3","ns1","ns2","ns3","ns4","he1","he2","he3","qu1","qu2","qu3","de1","de2","de3","ag1","ag2","ag3","ag4"
"E14000533","Amber Valley",63.8532271161147,26.7957074198433,56.5475540808976,38.4296348038681,43.979263731216,34.7813723560164,65.29912472,34.70087528,72.4682122181395,14.3540669856459,11.4673927410188,1.71032805519575,36.0411324645114,12.2868698617463,40.6249173914193,21.0394142060324,42.660392820323,36.3001929736446,34.5051048480773,21.1790059301828,34.6059790915205,4.41554074708076,42.4143463468475,35.3538226960846,22.2318309570679,44.5008413561005,20.665636810019,30.727428208877,40.5667609505935,31.4071215205266,28.02611752888,20.0118339155468,7.74780105367363,46.6791074496774,25.5612575811022
"S14000004","Angus",40.3544127866574,4.75098447996294,45.1532643312102,13.0200039808917,28.9985388333146,8.80971113858604,48.2443342,51.7556658,59.5799718273787,25.3169419900115,12.7468305800999,2.35625560250992,33.228326290178,10.1933666282495,45.5576898450506,26.2389550518632,44.0414905877833,29.7195543603534,35.3505453279091,21.4427049530654,32.2463710762509,4.64755512639894,50.6046230407888,32.7775452304544,16.6178317287568,55.3581718269082,12.913018425084,31.7288097480078,38.2174414137534,35.3592009220131,26.4233576642336,19.8141946886191,7.72754755592763,45.4548625645319,27.0033951909214
"W07000057","Arfon",15.2301024970764,35.6091353098989,16.3570618264322,40.5097844583097,13.1199463427358,30.2641875023289,35.84544298,64.15455702,62.456618740704,19.381094034044,15.559411667493,2.60287555775905,29.8958849776896,10.4486861675756,49.7768963807635,23.6035366055197,41.7121137002148,34.6843496942654,35.1654911671715,16.672931084039,23.8453204802229,4.53249021645405,53.1656018358014,29.5511201360342,17.2832780281644,31.6246183512775,17.9595854089667,45.9987144464085,42.2078995207404,32.0649479424888,25.7271525367708,20.1195252009971,16.2366070691562,41.8849982665544,21.7588694632922
"S14000005","Argyll and Bute",35.2341311134235,6.75962539021852,33.2355572198298,12.5735921279827,14.9046893972978,10.396468978278,39.43239691,60.56760309,66.0934579439252,18.9059190031153,12.5308411214953,2.46978193146417,33.2535825545171,8.20186915887851,46.9457943925234,23.3894080996885,45.6224299065421,30.9881619937695,43.5616059917736,20.9466511142489,26.8033642335318,3.50082878015839,51.565229226686,30.7635596488442,17.6712111244697,47.4861320204527,14.8458585940785,37.6680093854688,40.1520249221184,35.0978193146417,24.7501557632399,18.8666833019531,7.07755824240637,43.9681963568723,30.0875620987682
"E14000534","Arundel and South Downs",57.9175351745701,15.8318134445023,62.3556160382369,22.7197291556028,60.7875772438338,11.1974786196151,49.70110581,50.29889419,75.9701492537313,10.3177660086663,11.2662493981704,2.44583533943187,38.6061627347135,8.07173808377468,37.997111218103,10.346653827636,39.4703899855561,50.1829561868079,55.5525013743815,18.7566910679668,17.8018575851393,2.33934203292729,49.007371462058,34.8329854935384,16.1596430444035,30.4533970553461,20.6349799001854,45.0024269125938,51.4684641309581,32.7226769378912,15.8088589311507,19.82892450677,5.73473017570193,42.5550289409563,31.8813163765717
"E14000535","Ashfield",39.262964475296,24.4405879951,41.6938371371992,42.5759606344888,22.4176844059145,41.0217469256892,70.47288884,29.52711116,69.0888146526898,16.5142264716047,12.5630687708789,1.83389010482663,35.2401797027992,12.0285681373114,41.5942863725377,23.5410666973851,44.0364013362516,32.4225319663633,29.9500345505767,21.3363099984054,37.9405198532929,5.42045394142348,41.0640343819299,34.6566713111054,24.2792943069647,48.7644568796054,20.6454491732896,26.2304176364886,35.9958530123258,32.4916484276005,31.5124985600737,21.1276174029083,8.20986321800734,46.5166709186177,24.1458484604667
"E14000536","Ashford",62.0556452821392,22.0466541234453,58.9822809332153,29.7934167237262,52.4541588231193,18.4410513839504,59.86194744,40.13805256,67.8441138563034,14.7934552286083,14.5334993555716,2.82893155951679,37.4030626733949,11.1497039998252,39.4848941608231,16.2199357756078,42.1762020228499,41.6038622015423,43.3770683084867,21.3676592892342,25.1635406710443,3.85670485718896,47.6881530015938,34.9778643527537,17.3339826456526,37.0345067031035,21.6817677825439,36.3177170248748,46.5342857767001,32.5534657142233,20.9122485090766,23.6452983885249,7.8156543297326,45.4196918717903,23.1193554099522
"E14000537","Ashton-under-Lyne",37.0175484071645,48.0676015448819,31.9563522992985,60.3550147084706,22.1234390256437,49.7610360244617,61.80980255,38.19019745,62.3715577476367,21.1544389642417,14.9635224003288,1.51048088779285,30.2609946568023,10.8944718454583,49.2242087957254,33.3692971639951,43.9375256884505,22.6931771475545,29.9869249613009,23.2329911781061,33.11741985903,6.62017764018095,43.0120242252774,33.9739622474692,23.0140135272534,46.1745593427578,21.4098284081386,27.1909217052027,34.9594122482532,32.6474517057131,32.3931360460337,22.2724459572963,8.93749171124177,47.1961893815481,21.5938729499138
"E14000538","Aylesbury",54.0428552562071,25.3631801373481,54.9699743123012,30.0375959035776,50.6739565852866,15.1410166188491,51.78790984,48.21209016,69.5131869408621,13.2915069129778,15.1922853491344,2.00302079702568,38.9543394911119,10.6006738701057,40.0209132101778,15.4409201812478,40.4438247937725,44.1152550249797,47.2053416402819,21.4482688183025,21.4776325196609,3.91303237667245,50.8372906773307,34.4728632656651,14.6898460570043,32.5654854522269,20.337634685354,42.0276799606912,50.3032415475775,31.6881607993494,18.0085976530731,23.3811917391023,7.56107269478927,49.3108204430374,19.7469151230711
"S14000006","Ayr, Carrick and Cumnock",38.5109031593407,13.3477850274725,40.1324044827139,23.8501146640128,19.8337451397269,27.2500909804823,44.11155085,55.88844915,63.6962832532242,25.2367581973064,9.6630657212202,1.40389282824918,32.8153999904821,8.70889449388474,47.0066149526484,28.6132394232142,42.5926807214581,28.7940798553277,33.866736240959,21.0998536040933,32.6520850545723,5.73118232812976,48.8939855103528,30.0092167874137,21.0967977022335,56.3086816720257,13.3003215434084,30.3909967845659,35.6826726312283,32.5441393423119,31.7731880264598,19.235220988554,8.05504351181035,44.8546748403138,27.8550606593218
"S14000010","Central Ayrshire",34.7745734301801,14.146645463532,34.3868520859671,26.0873422494289,17.3376137393154,26.4111553157128,41.62213279,58.37786721,66.0560208496749,23.6026416335619,9.10402064725083,1.23731686951241,33.7972217302194,8.52711216821437,46.8181473140862,28.0812732471344,43.6451506793856,28.2735760734799,34.4788087056128,22.8377243222604,30.1397479954181,5.46620847651775,50.5353148877712,30.0741379897592,19.3905471224696,53.3842734855136,13.8306628621598,32.7850636523266,38.1265656233395,32.4586928468409,29.4147415298196,19.7845116316034,7.98941859012931,46.0779527469658,26.1481170313014
"S14000048","North Ayrshire and Arran",30.8489429746231,13.9178469078374,31.2398541100078,27.4914089347079,14.7914384896694,27.9715606378437,42.39658754,57.60341246,63.8978149100257,25.6243114212266,9.31188027910393,1.16599338964378,31.8857877341168,8.03112376055821,49.2838780756519,31.2798384135145,42.6161402864488,26.1040213000367,33.5417907484614,22.4878754360589,30.3511160271136,6.57846223659208,49.0415118044286,30.4978275663508,20.4606606292205,53.4068580845535,13.6832097356912,32.9099321797553,36.0539845758355,32.8842269555637,31.0617884686008,19.9403235093964,7.88776631942627,44.9531487200963,27.218761451081
"E14000539","Banbury",54.2712290014463,27.5504203683985,54.2347552061337,34.0940840128651,53.0082057647221,21.2970624741415,50.34779774,49.65220226,67.7487244897959,12.844387755102,17.0578231292517,2.34906462585034,39.3409863945578,11.3456632653061,38.6415816326531,16.1819727891156,41.0841836734694,42.733843537415,43.5269027724365,21.1155007050542,26.5321819389575,3.02998519968768,50.5706871989689,34.5168238247066,14.9124889763245,35.2501843125942,20.0585526386084,39.1041873684435,49.6619897959184,31.4944727891156,18.843537414966,23.1319109965403,7.60633606946612,48.993453632725,20.2682993012686
"S14000007","Banff and Buchan",50.1230477993374,4.10317084713677,47.9696467593593,9.45176860456739,28.8150079992987,5.80113524293761,61.37734628,38.62265372,67.6164002779708,21.8670372944174,8.61966900882815,1.89689341878362,39.6957763879237,9.42526960595063,39.9016806938975,20.0164723444779,42.8152266234268,37.1683010320953,33.5830212234707,21.6185650290079,35.881618565029,3.36050525078945,50.2491103202847,33.1376950451683,16.6131946345469,59.0263287303465,12.5157826185192,28.4578886511344,38.6044835662626,35.2019149100456,26.1936015236919,20.2277580071174,8.16643854366274,46.7528059129483,24.8529975362716
